SG_UF;CO_MUNICIPIO;NO_MUNICIPIO;ID_ESCOLA;NO_ESCOLA;REDE;VL_APROVACAO_2023_SI_4;VL_APROVACAO_2023_1;VL_APROVACAO_2023_2;VL_APROVACAO_2023_3;VL_APROVACAO_2023_4;VL_INDICADOR_REND_2023;VL_NOTA_MATEMATICA_2023;VL_NOTA_PORTUGUES_2023;VL_NOTA_MEDIA_2023;VL_OBSERVADO_2023
GO;5206701.0;Damianópolis;52040577.0;CENTRO DE ENSINO EM PERIODO INTEGRAL JULIO MOREIRA DE MOURA;Estadual;100;100;100;100;-;1;266.01;262.39;4.353604;4.4
GO;5206800.0;Damolândia;52022471.0;COLEGIO ESTADUAL DOM EMANUEL;Estadual;97.6;96.2;96.4;100;-;0.975025;286.94;274.36;4.826756;4.7
GO;5206909.0;Davinópolis;52065715.0;COLEGIO ESTADUAL JOAO BERNARDES DE ASSUMCAO;Estadual;100;100;100;100;-;1;269.07;305.67;5.044485;5
GO;5207105.0;Diorama;52005321.0;COLEGIO ESTADUAL DONA EVA;Estadual;100;100;100;100;-;1;285.63;268.77;4.724675;4.7
GO;5207253.0;Doverlândia;52052346.0;COLEGIO ESTADUAL JUSCELINO K OLIVEIRA;Estadual;-;-;-;-;-;-;-;-;-;-
GO;5207253.0;Doverlândia;52052354.0;ESCOLA ESTADUAL DR PEDRO LUDOVICO TEIXEIRA;Estadual;94;89.2;94.5;98.4;-;0.938809;274.72;276.81;4.691803;4.4
GO;5207352.0;Edealina;52056260.0;COLEGIO ESTADUAL OLIMPIO SILVA;Estadual;100;100;100;100;-;1;296.65;288.32;5.172114;5.2
GO;5207402.0;Edéia;52056333.0;COLEGIO ESTADUAL GLACY KELLE DE SOUSA;Estadual;100;100;100;100;-;1;265.62;263.72;4.368036;4.4
GO;5207501.0;Estrela do Norte;52006751.0;COLEGIO ESTADUAL MINISTRO PETRONIO PORTELLA;Estadual;-;-;-;-;-;-;-;-;-;-
GO;5207501.0;Estrela do Norte;52006760.0;CENTRO DE ENSINO EM PERIODO INTEGRAL VALDOMIRO LOPES REZENDE;Estadual;98.8;96;100;100;-;0.986301;275.42;281.64;4.77394;4.7
GO;5207535.0;Faina;52002080.0;COLEGIO ESTADUAL LINDOLFO MENDES DA CUNHA;Estadual;100;100;100;100;-;1;267.37;269.5;4.479142;4.5
GO;5207600.0;Fazenda Nova;52026809.0;CENTRO DE ENSINO EM PERIODO INTEGRAL PEDRO LUDOVICO TEIXEIRA;Estadual;100;100;100;100;-;1;287.67;280;4.92144;4.9
GO;5207600.0;Fazenda Nova;52027040.0;COLEGIO ESTADUAL DE EDUCACAO DO CAMPO DE BACILANDIA;Estadual;100;100;100;100;-;1;267.1;287.23;4.740769;4.7
GO;5207808.0;Firminópolis;52029182.0;COLEGIO ESTADUAL AMERICO GONCALVES FALEIRO;Estadual;100;100;100;100;-;1;253.59;251.87;4.021681;4
GO;5207907.0;Flores de Goiás;52040771.0;COLEGIO ESTADUAL JULIO CESAR TEODORO;Estadual;100;100;100;100;-;1;284.3;262.88;4.617821;4.6
GO;5207907.0;Flores de Goiás;52040780.0;COLEGIO ESTADUAL QUILOMBOLA MARECHAL HUMBERTO DE ALENCAR CASTELO BRANCO;Estadual;100;100;100;100;-;1;283.82;265.4;4.648804;4.6
GO;5208004.0;Formosa;52046150.0;CENTRO DE ENSINO EM PERIODO INTEGRAL HUGO LOBO;Estadual;99.6;98.8;100;100;-;0.995968;299.29;284.37;5.150061;5.1
GO;5208004.0;Formosa;52046168.0;COLEGIO ESTADUAL MAESTRO MIGUEL AFFIUNE;Estadual;99.8;99.4;100;100;-;0.997992;277.68;292.94;4.974844;5
GO;5208004.0;Formosa;52046176.0;CENTRO DE ENSINO EM PERIODO INTEGRAL PROFESSOR SERGIO FAYAD GENEROSO;Estadual;99.8;99.5;100;100;-;0.998328;304.39;302.68;5.495792;5.5
GO;5208004.0;Formosa;52046184.0;COLEGIO SAO JOSE;Privada;-;-;-;-;-;-;-;-;-;-
GO;5208004.0;Formosa;52046192.0;CENTRO DE ENSINO EM PERIODO INTEGRAL AMERICANO DO BRASIL;Estadual;99.5;100;98.6;100;-;0.995289;312.27;291.68;5.441796;5.4
GO;5208004.0;Formosa;52046273.0;COLEGIO ESTADUAL DA POLICIA MILITAR DE GOIAS DOMINGOS DE OLIVEIRA FORMOSA;Estadual;99.6;99;100;100;-;0.996644;331.35;321.49;6.156031;6.1
GO;5208004.0;Formosa;52046281.0;COLEGIO ESTADUAL DOUTOR JOSE BALDUINO DE SOUZA DECIO;Estadual;100;100;100;100;-;1;288.33;283.25;4.979362;5
GO;5208004.0;Formosa;52046290.0;COLEGIO ESTADUAL JOAQUIM ANTONIO DE MAGALHAES;Estadual;-;-;-;-;-;-;-;-;-;-
GO;5208004.0;Formosa;52046338.0;COLEGIO ESTADUAL DE EDUCACAO DO CAMPO PROFESSORA SUELI MARIA NICHETTI;Estadual;100;100;100;100;-;1;289.75;274.15;4.863079;4.9
GO;5208004.0;Formosa;52046362.0;COLEGIO ESTADUAL PROFESSOR CLAUDIANO ROCHA;Estadual;100;100;100;100;-;1;293.86;278.3;4.982929;5
GO;5208004.0;Formosa;52046370.0;COLEGIO ESTADUAL PROFESSORA MARIA ANGELICA OLIVEIRA;Estadual;100;100;100;100;-;1;350.24;281.06;5.8161;5.8
GO;5208004.0;Formosa;52046974.0;CENTRO DE ENSINO EM PERIODO INTEGRAL HELENA NASSER;Estadual;100;100;100;100;-;1;296.84;306.38;5.445142;5.4
GO;5208004.0;Formosa;52047059.0;COLEGIO ESTADUAL DE EDUCACAO DO CAMPO ARTHUR RIBEIRO DE MAGALHAES FILHO;Estadual;100;100;100;100;-;1;275.89;284.48;4.823056;4.8
GO;5208004.0;Formosa;52047148.0;COLEGIO ESTADUAL DE EDUCACAO DO CAMPO PROFESSORA AURELICE GOMES DA FONSECA;Estadual;100;100;100;100;-;1;425.69;314.74;7.379983;7.4
GO;5208004.0;Formosa;52092011.0;COLEGIO ESTADUAL DE EDUCACAO DO CAMPO VALE DA ESPERANCA;Estadual;100;100;100;100;-;1;281.53;250.44;4.392689;4.4
GO;5208004.0;Formosa;52094456.0;COLEGIO ESTADUAL DE EDUCACAO DO CAMPO VIRGILANDIA;Estadual;-;-;-;-;-;-;-;-;-;-
GO;5208004.0;Formosa;52095924.0;IFG - CAMPUS FORMOSA;Federal;-;-;-;-;-;-;-;-;-;-
GO;5208103.0;Formoso;52006816.0;COLEGIO ESTADUAL CASTRO ALVES;Estadual;98.7;98.2;97.8;100;-;0.986574;273.45;272.63;4.611392;4.5
GO;5208152.0;Gameleira de Goiás;52088987.0;COLEGIO ESTADUAL SALVADOR GOMES DA SILVA;Estadual;100;100;100;100;-;1;302.45;285.89;5.217198;5.2
GO;5208301.0;Divinópolis de Goiás;52041018.0;COLEGIO ESTADUAL GERMANA GOMES;Estadual;96.4;92.1;98.1;100;-;0.966139;267.6;242.23;4.074139;3.9
GO;5208301.0;Divinópolis de Goiás;52041034.0;COLEGIO ESTADUAL QUILOMBOLA GREGORIO BATISTA DOS PASSOS;Estadual;98.7;97.1;100;100;-;0.990143;259.2;254.84;4.144934;4.1
GO;5208400.0;Goianápolis;52032841.0;CENTRO DE ENSINO EM PERIODO INTEGRAL JOSE RESIO;Estadual;93.3;94.6;89.1;97;-;0.934479;ND;ND;-;-
GO;5208400.0;Goianápolis;52068994.0;COLEGIO ESTADUAL DA POLICIA MILITAR DE GOIAS BENEDITA BRITO DE ANDRADE;Estadual;98.9;97.5;100;100;-;0.991525;320.58;310.38;5.83845;5.8
GO;5208509.0;Goiandira;52065812.0;CENTRO DE ENSINO EM PERIODO INTEGRAL DOM EMANUEL;Estadual;-;-;-;-;-;-;-;-;-;-
GO;5208509.0;Goiandira;52065839.0;COLEGIO ESTADUAL AMELIA DE CASTRO LIMA;Estadual;95.8;100;93.9;93.9;-;0.958489;272.84;273.06;4.609261;4.4
GO;5208608.0;Goianésia;52015807.0;COLEGIO ESTADUAL JALLES MACHADO;Estadual;93.6;92;92.7;97.2;-;0.939111;299.35;297.58;5.348659;5
GO;5208608.0;Goianésia;52015815.0;COLEGIO ESTADUAL DA POLICIA MILITAR DE GOIAS JOSE CARRILHO;Estadual;100;100;100;100;-;1;317.31;310.68;5.797014;5.8
GO;5208608.0;Goianésia;52015823.0;COLEGIO ESTADUAL LAURENTINO MARTINS;Estadual;99.6;100;100;98.8;-;0.995968;278.13;286.4;4.88326;4.9
GO;5208608.0;Goianésia;52015998.0;ESCOLA ESTADUAL PEDRO MENDONCA;Estadual;99.2;99.3;98.3;100;-;0.991951;270.68;287.22;4.7909;4.8
GO;5208608.0;Goianésia;52016005.0;CENTRO DE ENSINO EM PERIODO INTEGRAL PRESIDENTE COSTA E SILVA;Estadual;100;100;100;100;-;1;275.95;289.71;4.902193;4.9
GO;5208707.0;Goiânia;52033279.0;CENTRO DE ENSINO E PESQUISA APLICADA A EDUCACAO;Federal;-;-;-;-;-;-;302.4;312.14;5.60946;-
GO;5208707.0;Goiânia;52033295.0;COLEGIO DINAMICO;Privada;-;-;-;-;-;-;-;-;-;-
GO;5208707.0;Goiânia;52033317.0;CENTRO DE ENSINO EM PERIODO INTEGRAL AECIO OLIVEIRA DE ANDRADE;Estadual;97.9;95.7;100;100;-;0.985244;273.45;282.82;4.763936;4.7
GO;5208707.0;Goiânia;52033333.0;COLEGIO ESTADUAL ASSIS CHATEAUBRIAND;Estadual;95.9;95.6;98;94.2;-;0.959078;268.5;279.51;4.644863;4.5
GO;5208707.0;Goiânia;52033341.0;CENTRO DE ENSINO EM PERIODO INTEGRAL BANDEIRANTE;Estadual;-;-;-;-;-;-;-;-;-;-
GO;5208707.0;Goiânia;52033350.0;CENTRO DE ENSINO EM PERIODO INTEGRAL CARLOS ALBERTO DE DEUS;Estadual;100;100;100;100;-;1;263.25;279.64;4.573073;4.6
GO;5208707.0;Goiânia;52033368.0;COLEGIO ESTADUAL CORA CORALINA;Estadual;97.2;96.3;96.2;100;-;0.974683;268.29;284.19;4.711974;4.6
GO;5208707.0;Goiânia;52033376.0;CENTRO DE ENSINO EM PERIODO INTEGRAL CULTURA E COOPERATIVISMO;Estadual;100;100;100;100;-;1;289.89;296.79;5.203967;5.2
GO;5208707.0;Goiânia;52033384.0;CENTRO DE ENSINO EM PERIODO INTEGRAL DEPUTADO JOSE DE ASSIS;Estadual;100;100;100;100;-;1;289.69;292.05;5.1302;5.1
GO;5208707.0;Goiânia;52033406.0;CENTRO DE ENSINO EM PERIODO INTEGRAL DO SETOR SUDOESTE;Estadual;100;100;100;100;-;1;270.42;268.62;4.508805;4.5
GO;5208707.0;Goiânia;52033430.0;COLEGIO ESTADUAL EDMUNDO ROCHA VILA MUTIRAO;Estadual;98.3;98.3;96.9;100;-;0.983837;264.15;284.16;4.653378;4.6
GO;5208707.0;Goiânia;52033457.0;COLEGIO ESTADUAL DA POLICIA MILITAR DE GOIAS UNIDADE HUGO DE CARVALHO RAMOS;Estadual;96.1;98;95.8;94.5;-;0.960784;298.7;305.71;5.461236;5.2
GO;5208707.0;Goiânia;52033465.0;CENTRO DE ENSINO EM PERIODO INTEGRAL IRMA GABRIELA;Estadual;99.2;98.1;100;100;-;0.993585;268.26;275.21;4.577121;4.5
GO;5208707.0;Goiânia;52033481.0;COLEGIO ESTADUAL JARDIM AMERICA;Estadual;98.8;99.2;98.5;98.6;-;0.987657;285.05;293.15;5.081499;5
GO;5208707.0;Goiânia;52033490.0;COLEGIO ESTADUAL JARDIM BALNEARIO MEIA PONTE;Estadual;100;100;100;100;-;1;275.51;289.15;4.88763;4.9
GO;5208707.0;Goiânia;52033503.0;COLEGIO ESTADUAL DA POLICIA MILITAR DE GOIAS JOSE DE RIBAMAR SOUZA CIRQUEIRA;Estadual;99.4;100;98.2;100;-;0.993927;293.91;299.04;5.29411;5.3
GO;5208707.0;Goiânia;52033511.0;COLEGIO ESTADUAL ROBINHO MARTINS DE AZEVEDO;Estadual;99.5;100;99.2;99.1;-;0.994317;273.01;287.17;4.822876;4.8
GO;5208707.0;Goiânia;52033520.0;COLEGIO ESTADUAL JARDIM VILA BOA;Estadual;99.1;98.5;99.2;99.5;-;0.990649;292.64;302.29;5.324926;5.3
GO;5208707.0;Goiânia;52033538.0;COLEGIO ESTADUAL JOSE LOBO;Estadual;96.9;96.3;96.8;97.9;-;0.969954;267.96;280.5;4.652099;4.5
GO;5208707.0;Goiânia;52033554.0;COLEGIO ESTADUAL DA POLICIA MILITAR DE GOIAS MAJOR OSCAR ALVELOS;Estadual;100;100;100;100;-;1;273.56;287.16;4.830451;4.8
GO;5208707.0;Goiânia;52033562.0;CENTRO DE ENSINO EM PERIODO INTEGRAL PEDRO XAVIER TEIXEIRA;Estadual;100;100;100;100;-;1;279.48;290.93;4.970035;5
GO;5208707.0;Goiânia;52033570.0;CENTRO DE ENSINO EM PERIODO INTEGRAL PREUNIVERSITARIO;Estadual;99.2;100;97.1;100;-;0.990143;293.2;305.76;5.384737;5.3
GO;5208707.0;Goiânia;52033589.0;CENTRO DE ENSINO EM PERIODO INTEGRAL PROFESSOR JOAQUIM CARVALHO FERREIRA;Estadual;99.3;98.6;100;100;-;0.995289;278.66;292.34;4.979626;5
GO;5208707.0;Goiânia;52033597.0;CENTRO DE ENSINO EM PERIODO INTEGRAL PROFESSOR PEDRO GOMES;Estadual;99.6;98.9;100;100;-;0.996306;304.5;304.49;5.524433;5.5
GO;5208707.0;Goiânia;52033600.0;COLEGIO ESTADUAL PROFESSOR WILMAR GONCALVES DA SILVA;Estadual;97.9;97.9;96.6;100;-;0.981468;280.48;291.86;4.998002;4.9
GO;5208707.0;Goiânia;52033619.0;CENTRO DE ENSINO EM PERIODO INTEGRAL PROFESSORA OLGA MANSUR;Estadual;100;100;100;100;-;1;272.72;285.95;4.80054;4.8
GO;5208707.0;Goiânia;52033643.0;CENTRO DE ENSINO EM PERIODO INTEGRAL SENADOR TEOTONIO VILELA;Estadual;99.2;98.7;100;100;-;0.995629;268.04;288.99;4.780319;4.8
GO;5208707.0;Goiânia;52033651.0;COLEGIO ESTADUAL DA POLICIA MILITAR DE GOIAS WALDEMAR MUNDIM;Estadual;99.2;99.3;98.3;100;-;0.991951;285.55;294.36;5.106635;5.1
GO;5208707.0;Goiânia;52033945.0;CENTRO DE ENSINO EM PERIODO INTEGRAL NOVO HORIZONTE;Estadual;98.1;100;94.4;100;-;0.980609;277.49;278.82;4.760798;4.7
GO;5208707.0;Goiânia;52033953.0;CENTRO DE ENSINO EM PERIODO INTEGRAL ANTONIO OLIVEIRA DA SILVA;Estadual;99.4;98.2;100;100;-;0.993927;280.91;283.6;4.880388;4.9
GO;5208707.0;Goiânia;52033961.0;COLEGIO ESTADUAL DAMIANA DA CUNHA;Estadual;95.5;94.5;96.3;95.4;-;0.953943;ND;ND;-;-
GO;5208707.0;Goiânia;52033988.0;COLEGIO ESTADUAL PARQUE AMAZONIA;Estadual;-;-;-;-;-;-;-;-;-;-
GO;5208707.0;Goiânia;52034097.0;COLEGIO ESTADUAL NAZIR SAFATLE;Estadual;100;100;100;100;-;1;260.44;269.12;4.376122;4.4
GO;5208707.0;Goiânia;52034119.0;COLEGIO ESTADUAL DA POLICIA MILITAR DE GOIAS VASCO DOS REIS;Estadual;97.5;96;97.6;98.9;-;0.974855;319.73;323.48;6.022619;5.9
GO;5208707.0;Goiânia;52034151.0;CENTRO DE ENSINO EM PERIODO INTEGRAL CASTRO ALVES;Estadual;95.7;93.5;95.2;100;-;0.961557;240.73;257.19;3.920703;3.8
GO;5208707.0;Goiânia;52034720.0;COLEGIO GALATAS;Privada;-;-;-;-;-;-;-;-;-;-
GO;5208707.0;Goiânia;52034755.0;ESCOLA SESI CAMPINAS;Privada;-;-;-;-;-;-;-;-;-;-
GO;5208707.0;Goiânia;52034798.0;COLEGIO ESTADUAL ALBERT SABIN;Estadual;99.5;98.7;100;100;-;0.995629;264.07;294.42;4.805848;4.8
GO;5208707.0;Goiânia;52034836.0;CENTRO DE ENSINO EM PERIODO INTEGRAL ARY RIBEIRO VALADAO FILHO;Estadual;100;100;100;100;-;1;286.74;283.74;4.964366;5
GO;5208707.0;Goiânia;52034879.0;CENTRO DE ENSINO EM PERIODO INTEGRAL CORACAO DE JESUS;Estadual;95.7;91.4;100;100;-;0.96959;296.67;300.47;5.354282;5.2
GO;5208707.0;Goiânia;52034917.0;CENTRO DE ENSINO EM PERIODO INTEGRAL DOM ABEL SETOR PEDRO LUDOVICO;Estadual;100;100;100;100;-;1;288.86;281.4;4.959112;5
GO;5208707.0;Goiânia;52034941.0;COLEGIO ESTADUAL DOM FERNANDO I;Estadual;100;100;100;100;-;1;269.74;287.43;4.780842;4.8
GO;5208707.0;Goiânia;52035042.0;COLEGIO ESTADUAL PROFESSORA EVA ASSUNCAO;Estadual;99.8;99.3;100;100;-;0.997656;278.36;297.89;5.058496;5
GO;5208707.0;Goiânia;52035131.0;COLEGIO ESTADUAL JOAO BENNIO;Estadual;98.4;98.4;97.7;100;-;0.986907;250.29;269.2;4.234763;4.2
GO;5208707.0;Goiânia;52035140.0;COLEGIO ESTADUAL JOAO JOSE COUTINHO;Estadual;99.4;99.3;99.2;100;-;0.994987;286.38;292.35;5.088202;5.1
GO;5208707.0;Goiânia;52035182.0;CENTRO DE ENSINO EM PERIODO INTEGRAL JOAQUIM EDSON DE CAMARGO;Estadual;96.9;97.2;97.6;95;-;0.965864;254.07;263.15;4.197284;4.1
GO;5208707.0;Goiânia;52035247.0;COLEGIO ESTADUAL MENINO JESUS;Estadual;99.6;99.1;100;100;-;0.996982;259.04;268.87;4.352716;4.3
GO;5208707.0;Goiânia;52035271.0;COLEGIO ESTADUAL DA POLICIA MILITAR DE GOIAS MIRIAM BENCHIMOL FERREIRA;Estadual;99.5;99.1;99;100;-;0.993646;306.53;314.79;5.707136;5.7
GO;5208707.0;Goiânia;52035280.0;COLEGIO ESTADUAL MURILO BRAGA;Estadual;100;100;100;100;-;1;273;280.85;4.728125;4.7
GO;5208707.0;Goiânia;52035336.0;COLEGIO ESTADUAL NOSSA SENHORA DE LOURDES;Estadual;-;-;-;-;-;-;-;-;-;-
GO;5208707.0;Goiânia;52035344.0;COLEGIO ESTADUAL OLAVO BILAC;Estadual;99.5;98.8;100;100;-;0.995968;273.46;288.91;4.855245;4.8
GO;5208707.0;Goiânia;52035352.0;CENTRO DE ENSINO EM PERIODO INTEGRAL PARQUE DOS BURITIS;Estadual;99.6;98.9;100;100;-;0.996306;269.4;287.02;4.769929;4.8
GO;5208707.0;Goiânia;52035395.0;COLEGIO ESTADUAL POLIVALENTE PROFESSOR GOIANY PRATES;Estadual;97.8;96.7;97.5;99.5;-;0.978859;274.77;278.11;4.711967;4.6
GO;5208707.0;Goiânia;52035506.0;COLEGIO ESTADUAL COLEMAR NATAL E SILVA;Estadual;99;98;99.1;100;-;0.990266;276.07;283.96;4.8178;4.8
GO;5208707.0;Goiânia;52035549.0;COLEGIO ESTADUAL SEBASTIAO ALVES DE SOUZA;Estadual;99.6;99.1;100;100;-;0.996982;274.82;281.46;4.762819;4.7
GO;5208707.0;Goiânia;52035581.0;COLEGIO ESTADUAL SOLON AMARAL;Estadual;99.1;98;100;100;-;0.993243;267.97;265.47;4.42724;4.4
GO;5208707.0;Goiânia;52035620.0;COLEGIO ESTADUAL TANCREDO DE ALMEIDA NEVES;Estadual;99.7;99.6;99.4;100;-;0.99666;265.03;283.86;4.661247;4.6
GO;5208707.0;Goiânia;52037045.0;IFG - CAMPUS GOIANIA;Federal;-;-;-;-;-;-;-;-;-;-
GO;5208707.0;Goiânia;52037517.0;COLEGIO ESTADUAL JARDIM EUROPA;Estadual;100;100;100;100;-;1;303.66;308.52;5.572965;5.6
GO;5208707.0;Goiânia;52037550.0;CENTRO DE ENSINO EM PERIODO INTEGRAL ISMAEL SILVA DE JESUS;Estadual;100;100;100;100;-;1;283.29;256.06;4.50154;4.5
GO;5208707.0;Goiânia;52037568.0;CENTRO DE ENSINO EM PERIODO INTEGRAL JAYME CAMARA;Estadual;98;97.9;100;95.8;-;0.9787;260.73;286.4;4.638878;4.5
GO;5208707.0;Goiânia;52037991.0;CENTRO DE ENSINO EM PERIODO INTEGRAL PRESIDENTE CASTELLO BRANCO;Estadual;97.4;94.6;100;100;-;0.981328;291.29;301.5;5.294139;5.2
GO;5208707.0;Goiânia;52038025.0;INSTITUTO DE EDUCACAO DE GOIAS;Estadual;-;-;-;-;-;-;-;-;-;-
GO;5208707.0;Goiânia;52038181.0;CENTRO DE ENSINO EM PERIODO INTEGRAL BILINGUE LYCEU DE GOIANIA;Estadual;98.8;100;97.5;98.8;-;0.987561;282.56;305.27;5.227964;5.2
GO;5208707.0;Goiânia;52068749.0;COLEGIO ESTADUAL DA POLICIA MILITAR DE GOIAS UNIDADE AYRTON SENNA;Estadual;100;100;100;100;-;1;297.38;302.93;5.40108;5.4
GO;5208707.0;Goiânia;52069907.0;COLEGIO ESTADUAL BENEDITO LUCIMAR HESKETH DA SILVA;Estadual;98.5;97.5;98.7;100;-;0.987228;264.7;277.43;4.560355;4.5
GO;5208707.0;Goiânia;52069915.0;COLEGIO ESTADUAL DA POLICIA MILITAR DE GOIAS DO SETOR PALMITO;Estadual;91.8;92.5;87.8;96.7;-;0.921897;ND;ND;-;-
GO;5208707.0;Goiânia;52070972.0;COLEGIO ESTADUAL VERANY MACHADO DE OLIVEIRA;Estadual;100;100;100;100;-;1;297.75;281.42;5.084271;5.1
GO;5208707.0;Goiânia;52070999.0;CENTRO DE ENSINO EM PERIODO INTEGRAL JUVENAL JOSE PEDROSO;Estadual;98.7;97.7;98.8;100;-;0.988244;270.87;282.8;4.727401;4.7
GO;5208707.0;Goiânia;52074030.0;COLEGIO ESTADUAL AMALIA HERMANO TEIXEIRA;Estadual;95.9;96.1;93.6;98.6;-;0.960566;278.67;293.84;5.002221;4.8
GO;5208707.0;Goiânia;52080390.0;CENTRO DE ENSINO EM PERIODO INTEGRAL ARCOIRIS;Estadual;94.7;91.5;95.3;100;-;0.954741;281.68;287.6;4.951083;4.7
GO;5208707.0;Goiânia;52081087.0;COLEGIO EDUARDO MARQUEZ;Privada;-;-;-;-;-;-;-;-;-;-
GO;5208707.0;Goiânia;52086615.0;COLEGIO JAO LTDA;Privada;-;-;-;-;-;-;-;-;-;-
GO;5208707.0;Goiânia;52089347.0;CENTRO DE ENSINO EM PERIODO INTEGRAL LUIS PERILLO;Estadual;99.4;98.8;100;100;-;0.995968;290.18;309.02;5.391124;5.4
GO;5208707.0;Goiânia;52089401.0;COLEGIO ESTADUAL SENADOR ONOFRE QUINAN;Estadual;93.9;94.8;91.9;95.6;-;0.940729;247.74;260.54;4.069308;3.8
GO;5208707.0;Goiânia;52089584.0;CENTRO EDUCACIONAL DESAFIO I EIRELI;Privada;-;-;-;-;-;-;-;-;-;-
GO;5208707.0;Goiânia;52089614.0;CENTRO DE ENSINO EM PERIODO INTEGRAL DEPUTADO PROFESSOR JOSE LUCIANO;Estadual;100;100;100;100;-;1;265.18;276.01;4.545839;4.5
GO;5208707.0;Goiânia;52091279.0;COLEGIO PLANETA EDUCACIONAL;Privada;-;-;-;-;-;-;-;-;-;-
GO;5208707.0;Goiânia;52091627.0;COLEGIO ESTADUAL JORNALISTA LUIZ GONZAGA CONTART;Estadual;98.8;98.7;98.3;100;-;0.989947;272.02;280.57;4.71017;4.7
GO;5208707.0;Goiânia;52099393.0;IFG - CAMPUS GOIANIA OESTE;Federal;-;-;-;-;-;-;-;-;-;-
GO;5208707.0;Goiânia;52099440.0;CENTRO DE ENSINO EM PERIODO INTEGRAL FRANCISCO MARIA DANTAS;Estadual;-;-;-;-;-;-;-;-;-;-
GO;5208707.0;Goiânia;52101118.0;COLEGIO ESTADUAL ROBERTO CIVITA;Estadual;99.5;99;100;99.2;-;0.993981;277.93;280.56;4.793025;4.8
GO;5208707.0;Goiânia;52102394.0;INSTITUTO DE EDUCACAO EM ARTES PROFESSOR GUSTAV RITTER;Estadual;94.1;93.8;94.5;94.4;-;0.942323;285.83;298.23;5.168501;4.9
GO;5208707.0;Goiânia;52107035.0;COLEGIO ESTADUAL JARDIM DO CERRADO;Estadual;97.7;98.5;100;90.5;-;0.961477;251.72;262.33;4.152003;4
GO;5208707.0;Goiânia;52107671.0;COLEGIO ESTADUAL AGENOR CARDOSO DE OLIVEIRA;Estadual;96.6;95.3;96.7;97.6;-;0.96524;276.68;284.71;4.837595;4.7
GO;5208707.0;Goiânia;52188400.0;CENTRO DE ENSINO EM PERIODO INTEGRAL PROFESSOR GENESCO FERREIRA BRETAS;Estadual;100;100;100;100;-;1;271.62;289.93;4.844671;4.8
GO;5208707.0;Goiânia;52218350.0;COLEGIO NOVA EPOCA;Privada;-;-;-;-;-;-;-;-;-;-
GO;5208707.0;Goiânia;52251357.0;COLEGIO DA POLICIA MILITAR DE GOIAS NALY DEUSDARA;Estadual;-;-;-;-;-;-;-;-;-;-
GO;5208806.0;Goianira;52038270.0;COLEGIO ESTADUAL JOSE RODRIGUES NAVES;Estadual;98.2;95.2;100;100;-;0.983471;270.02;283.34;4.723547;4.6
GO;5208806.0;Goianira;52038289.0;COLEGIO ESTADUAL DA POLICIA MILITAR DE GOIAS UNIDADE PADRE PELAGIO;Estadual;100;100;100;100;-;1;270.43;290.68;4.839185;4.8
GO;5208806.0;Goianira;52096939.0;COLEGIO ESTADUAL DA POLICIA MILITAR DE GOIAS GOIANIRA JOSE SILVA OLIVEIRA;Estadual;100;100;100;100;-;1;292.09;290.07;5.134267;5.1
GO;5208806.0;Goianira;52106195.0;CENTRO DE ENSINO EM PERIODO INTEGRAL PROF LAZARA DE FATIMA E SILVA FLORES;Estadual;100;100;100;100;-;1;304.45;300.04;5.457114;5.5
GO;5208806.0;Goianira;52107078.0;COLEGIO ESTADUAL PROFESSORA MARIA LUIZA DOS SANTOS SILVA;Estadual;-;-;-;-;-;-;-;-;-;-
GO;5208806.0;Goianira;52107485.0;COLEGIO ESTADUAL WALTER BERNADINO BORGES;Estadual;100;100;100;100;-;1;263.39;271.72;4.456477;4.5
GO;5208905.0;Goiás;52002586.0;COLEGIO ALTERNATIVO - COOPECIGO;Privada;-;-;-;-;-;-;-;-;-;-
GO;5208905.0;Goiás;52002594.0;CENTRO DE ENSINO EM PERIODO INTEGRAL PROFESSOR ALCIDES JUBE;Estadual;100;100;100;100;-;1;253.12;271.76;4.312834;4.3
GO;5208905.0;Goiás;52002608.0;COLEGIO ESTADUAL DA POLICIA MILITAR DE GOIAS UNIDADE JOAO AUGUSTO PERILLO;Estadual;98.6;97.1;99;100;-;0.986853;318.52;311.72;5.829577;5.8
GO;5208905.0;Goiás;52002691.0;COLEGIO ESTADUAL DE APLICACAO PROFESSOR MANUEL CAIADO;Estadual;-;-;-;-;-;-;-;-;-;-
GO;5208905.0;Goiás;52003051.0;LYCEU DE GOYAZ PROFESSOR ALCIDE JUBE;Estadual;97.2;95.1;98.4;98.6;-;0.973399;271.4;272.99;4.587989;4.5
GO;5208905.0;Goiás;52003361.0;CENTRO DE ENSINO EM PERIODO INTEGRAL DR ALBION DE CASTRO CURADO;Estadual;-;-;-;-;-;-;-;-;-;-
GO;5208905.0;Goiás;52097226.0;IFG - CAMPUS CIDADE DE GOIAS;Federal;-;-;-;-;-;-;-;-;-;-
GO;5209101.0;Goiatuba;52058077.0;COLEGIO MUNICIPAL SAO CARLOS;Municipal;94.6;86.7;100;100;-;0.951353;279.45;277.18;4.763775;4.5
GO;5209101.0;Goiatuba;52058832.0;COLEGIO ESTADUAL DA POLICIA MILITAR DE GOIAS ELISIO JOAQUIM DE VASCONCELOS;Estadual;100;100;100;100;-;1;303.41;302.15;5.474094;5.5
